d,l,nc,w,association,birth_date,class,country,dob,fname,height1,height2,lname,locality,name1,nick1,nick2,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight1,weight2
0,5,,16,Gracie Jiu-Jitsu,1977-07-16,Featherweight,United States,1977-07-16,Javier,67.0,67.0,Vazquez,"Pomona, California",Javier Vazquez,Showtime,Showtime,69.0,1.99,2.43,Southpaw,0.36,0.72,1.5,0.52,2.56,0.57,145.0,145.0
0,7,1.0,11,Syndicate MMA,1984-07-02,Light Heavyweight,Brazil,1984-07-02,Vinny,75.0,75.0,Magalhaes,Rio de Janeiro,Vinny Magalhaes,Pezao,Pezao,79.0,3.97,2.14,Orthodox,0.24,0.68,0.8,0.44,1.55,0.66,205.0,205.0
1,13,,15,Apex MMA,1981-11-10,Bantamweight,United States,1981-11-10,George,73.0,73.0,Roop,"Tucson, Arizona",George Roop,,,72.0,2.47,3.43,Orthodox,0.34,0.6,0.1,0.57,1.05,0.59,135.0,135.0
0,4,,23,Jackson-Wink MMA,1986-11-04,Lightweight,Russia,1986-11-04,Rustam,68.0,70.0,Khabilov,"Makhachkala, Republic of Dagestan",Rustam Khabilov,Tiger,Tiger,73.0,2.2,2.1,Orthodox,0.34,0.66,0.1,0.42,3.94,0.61,155.0,155.0
1,15,1.0,14,SBG Ireland,,Featherweight,Ireland,1986-08-11,Artem,69.0,69.0,Lobov,Dublin,Artem Lobov,The Russian Hammer,The Russian Hammer,65.0,4.82,3.52,Southpaw,0.41,0.5,0.0,0.25,0.39,0.52,145.0,146.0
0,12,,18,Team Bison,1981-09-28,Welterweight,USA,1981-09-28,Sammy,70.0,70.0,Morgan,"Minneapolis, Minnesota",Sammy Morgan,The Squeeze,The Squeeze,,3.74,1.05,Orthodox,0.22,0.4,0.5,0.2,1.43,0.0,170.0,165.0
0,6,,10,United Gym,1990-02-20,Featherweight,Poland,1990-02-20,Damian,65.0,68.0,Stasiak,Lodz,Damian Stasiak,Webster,Webster,70.0,3.1,1.86,Orthodox,0.36,0.52,0.6,0.35,2.64,0.43,135.0,145.0
0,4,,11,Fit NHB,1993-08-04,Flyweight,United States,1993-08-04,Ray,64.0,64.0,Borg,"Albuquerque, New Mexico",Ray Borg,The Tazmexican Devil,The Tazmexican Devil,63.0,1.95,1.29,Orthodox,0.48,0.46,1.3,0.48,3.39,0.38,135.0,125.0
0,3,,13,Dinky Ninjas,1986-12-23,Strawweight,Scotland,1985-12-23,Joanne,66.0,66.0,Calderwood,Glasgow,Joanne Calderwood,JoJo,JoJo,65.0,4.14,5.86,Orthodox,0.5,0.49,0.7,0.52,1.61,0.53,125.0,116.0
0,3,,11,American Top Team,1986-08-24,Featherweight,United States,1986-08-24,Charles,69.0,70.0,Rosa,"Peabody, Massachusetts",Charles Rosa,Boston Strong,Boston Strong,69.0,4.0,3.85,Switch,0.36,0.51,1.1,0.34,2.93,0.5,145.0,145.0
0,3,,14,Blackzilians,1986-07-20,Lightweight,Brazil,1986-07-20,Gilbert,70.0,70.0,Burns,"Niteroi, Rio de Janeiro",Gilbert Burns,Durinho,Durinho,71.0,3.43,3.09,Orthodox,0.41,0.57,0.7,0.37,2.34,0.38,155.0,155.0
0,8,,21,,1983-05-03,Light Heavyweight,United States,1983-05-03,Bubba,75.0,75.0,McDaniel,"Wichita Falls, Texas",Bubba McDaniel,The Menace,The Menace,75.0,1.98,1.64,Southpaw,0.44,0.56,1.4,0.5,0.93,0.5,185.0,190.0
0,8,,32,,1971-02-11,Middleweight,United States,1971-02-11,Evan,72.0,72.0,Tanner,"Amarillo, Texas",Evan Tanner,,,74.0,2.64,3.05,Orthodox,0.59,0.56,1.3,0.43,2.55,0.25,185.0,185.0
0,11,1.0,35,Jackson-Wink MMA,1983-03-29,Lightweight,United States,1983-03-29,Donald,73.0,71.0,Cerrone,"Broomfield, Colorado",Donald Cerrone,Cowboy,Cowboy,73.0,4.06,4.2,Orthodox,0.48,0.54,1.4,0.35,1.29,0.72,155.0,155.0
0,6,,12,Team Alpha Male,1983-08-22,Lightweight,United States,1983-08-22,Justin,72.0,71.0,Buchholz,"Sacramento, California",Justin Buchholz,,,73.0,4.14,2.35,Orthodox,0.26,0.51,0.8,0.0,0.0,0.33,155.0,155.0
0,8,,9,CSW,1980-04-18,Middleweight,United States,1980-04-18,Justin,71.0,70.0,Levens,"Newport Beach, California",Justin Levens,The Executioner,The Executioner,,3.49,0.37,Orthodox,0.2,0.4,2.8,0.0,0.0,0.33,185.0,185.0
1,10,2.0,36,Universal Grappling Academy,1966-10-28,Heavyweight,United States,1968-10-28,Bobby,74.0,74.0,Hoffman,"Bettendorf, Iowa",Bobby Hoffman,The Truth,The Truth,,1.32,2.02,Orthodox,0.7,0.19,1.2,0.5,1.17,0.0,245.0,245.0
0,4,,12,Sure Grip Vale Tudo,,Heavyweight,Italy,,Ivan,72.0,73.0,Serati,Monza,Ivan Serati,,,,5.33,0.86,Orthodox,0.26,0.29,0.0,0.0,0.0,0.0,205.0,225.0
0,2,,6,,1982-09-22,Lightweight,United States,1982-09-22,Paul,74.0,,Georgieff,"St. Paul, Minnesota",Paul Georgieff,,,,2.34,2.55,Orthodox,0.4,0.35,0.0,0.0,0.0,0.0,170.0,155.0
0,9,,24,War Machine,1983-06-01,Welterweight,Brazil,1983-06-01,Wendell,70.0,71.0,Oliveira,"Rio de Janeiro, Rio de Janeiro",Wendell Oliveira,The Machine,The Machine / Negao,72.0,4.4,3.77,Orthodox,0.47,0.47,0.0,0.0,0.0,1.0,170.0,170.0
0,5,,18,Stallion Cage,1988-09-14,Featherweight,Iraq,1988-09-14,Alan,70.0,69.0,Omer,"Erbil, Kurdistan Region",Alan Omer,,,71.0,2.21,3.49,Orthodox,0.55,0.64,0.0,0.42,1.69,0.66,145.0,145.0
0,14,,20,Blackzilians,1986-06-04,Lightweight,United States,1986-06-04,Michael,70.0,70.0,Johnson,"Springfield, Missouri",Michael Johnson,The Menace,The Menace,73.0,3.82,4.15,Southpaw,0.37,0.58,0.1,0.45,0.56,0.78,145.0,155.0
1,2,1.0,7,House of Champions,,Middleweight,United States,1984-01-16,Eddie,70.0,69.0,Mendez,"Sun Valley, California",Eddie Mendez,,,76.0,3.43,1.71,,0.33,0.11,0.0,0.0,0.0,0.0,185.0,185.0
0,3,,12,Black House,1978-09-21,Middleweight,Brazil,1979-07-12,Mario,75.0,75.0,Miranda,Rio de Janeiro,Mario Miranda,,Super Mario,74.0,2.46,1.96,Orthodox,0.54,0.36,0.0,0.6,1.02,0.54,185.0,185.0
0,4,,9,R-1 MMA,1984-02-09,Welterweight,United States,1984-02-09,James,73.0,74.0,Head,"Oklahoma City, Oklahoma",James Head,,,73.0,3.11,2.75,Orthodox,0.48,0.49,0.8,1.0,0.41,0.66,170.0,170.0
0,9,,18,Long Island MMA,1986-12-13,Featherweight,United States,1986-12-13,Dennis,66.0,66.0,Bermudez,"Saugerties, New York",Dennis Bermudez,The Menace,The Menace,66.0,3.07,4.42,Orthodox,0.46,0.59,1.1,0.4,3.89,0.82,155.0,145.0
3,4,,3,Lewis,1969-07-16,Welterweight,United States,,John,72.0,72.0,Lewis,"Las Vegas, Nevada",John Lewis,,,,4.0,0.0,Southpaw,0.0,0.66,0.0,0.0,0.0,0.0,155.0,160.0
0,2,,5,Miller Brothers MMA,1992-01-22,Welterweight,United States,1992-01-22,Mickey,74.0,,Gall,"New Brunswick, New Jersey",Mickey Gall,,,74.0,3.23,1.74,Switch,0.44,0.39,3.9,0.66,1.71,0.16,170.0,170.0
0,1,,7,50,1985-02-22,Featherweight,United States,1985-02-22,Ryan,70.0,70.0,Hall,"Arlington, Virginia",Ryan Hall,The Wizard,,71.0,0.52,2.29,,0.43,0.72,0.9,0.2,0.46,0.0,155.0,145.0
1,3,,17,Xian Sports University,1986-04-17,Bantamweight,China,1986-04-17,Jumabieke,67.0,66.0,Tuerxun,"Xi'an, Shaanxi",Jumabieke Tuerxun,Leopard,The Wild Wolf,67.0,3.08,1.6,Orthodox,0.28,0.59,0.9,0.11,0.47,0.66,135.0,135.0
1,12,,22,PKG,1980-01-02,Lightweight,United States,1980-01-02,Mac,68.0,68.0,Danzig,"Los Angeles, California",Mac Danzig,,,70.0,3.44,3.39,Orthodox,0.48,0.57,0.6,0.37,1.2,0.46,155.0,155.0
1,6,,12,Syndicate MMA,1984-07-30,Lightweight,United States,1984-07-30,Steve,71.0,71.0,Lopez,"South Bend, Indiana",Steve Lopez,,,,2.69,1.39,Orthodox,0.24,0.62,0.0,0.0,0.0,0.37,155.0,155.0
0,9,1.0,20,Team Irish,1973-08-24,Welterweight,United States,1973-08-24,Marcus,70.0,68.0,Davis,"Bangor, Maine",Marcus Davis,The Irish Hand Grenade,The Irish Hand Grenade,70.0,2.79,2.72,Southpaw,0.39,0.65,1.4,0.48,1.6,0.47,170.0,170.0
0,4,,9,Team Tooke,1986-01-15,Welterweight,United States,1986-01-15,Andrew,73.0,73.0,Craig,"Houston, Texas",Andrew Craig,Highlight,Highlight,76.0,3.01,2.39,Orthodox,0.4,0.5,0.0,0.37,0.53,0.72,170.0,170.0
0,8,,17,Integrated MMA,1988-08-03,Flyweight,United States,1988-08-03,Ben,65.0,64.0,Nguyen,"Sioux Falls, South Dakota",Ben Nguyen,Ten,10,65.0,3.01,3.51,Switch,0.4,0.59,1.0,0.33,0.25,0.63,125.0,125.0
0,6,,9,UAG MMA,1990-05-14,Welterweight,Mexico,1990-05-14,Alvaro,72.0,72.0,Herrera,"Guadalajara, Jalisco",Alvaro Herrera,Chango,El Chango,74.0,3.4,1.89,,0.38,0.55,1.1,0.0,0.0,0.33,155.0,170.0
0,7,,17,Roufusport,1984-04-24,Middleweight,United States,1984-04-24,Alan,74.0,74.0,Belcher,"Biloxi, Mississippi",Alan Belcher,The Talent,The Talent,73.0,3.1,2.7,Orthodox,0.41,0.59,0.9,0.26,0.44,0.55,185.0,185.0
1,11,1.0,18,Integrated Fighting Academy,1976-12-26,Light Heavyweight,United States,,Alex,74.0,74.0,Stiebling,"Indianapolis, Indiana",Alex Stiebling,The Brazilian Killa,The Brazilian Killa,,1.03,1.47,Southpaw,0.41,0.57,0.9,1.0,0.22,0.63,205.0,195.0
2,11,,21,Hakkei Gym,1983-12-16,Bantamweight,Japan,1983-12-16,Takeya,67.0,67.0,Mizugaki,"Miura, Kanagawa",Takeya Mizugaki,,,68.0,3.27,3.37,Orthodox,0.37,0.57,0.1,0.57,1.46,0.7,135.0,135.0
0,16,,20,Rings Australia,1969-06-02,Light Heavyweight,Australia,1969-06-02,Chris,71.0,71.0,Haseman,,Chris Haseman,The Hammer,The Hammer,,4.67,0.93,Orthodox,0.7,0.28,2.0,0.0,0.0,0.4,205.0,198.0
0,3,,12,Jackson-Wink MMA,1982-10-17,Middleweight,United States,1982-10-17,Buddy,74.0,74.0,Roberts,"Albuquerque, New Mexico",Buddy Roberts,,,,2.08,2.17,Orthodox,0.34,0.7,0.7,0.0,0.0,0.76,185.0,185.0
0,1,,11,Tristar Gym,1991-09-26,Welterweight,England,1991-09-26,Tom,75.0,75.0,Breese,"Birmingham, West Midlands",Tom Breese,,,73.0,2.57,3.85,Southpaw,0.49,0.65,0.3,0.0,0.0,0.72,185.0,170.0
1,22,1.0,42,American Top Team,1976-09-30,Lightweight,United States,1976-09-30,Yves,69.0,70.0,Edwards,"Woodlands, Texas",Yves Edwards,,Thugjitsu Master,73.0,2.34,2.91,Southpaw,0.42,0.66,0.7,0.53,0.76,0.69,155.0,155.0
0,2,,3,AKA Thailand,1987-04-08,Featherweight,Taiwan,1987-04-08,Rocky,69.0,69.0,Lee,,Rocky Lee,,,68.0,5.33,2.47,Orthodox,0.51,0.44,0.0,0.1,1.0,0.33,145.0,145.0
0,7,,16,Skrap Pack,1983-09-19,Lightweight,United States,1983-09-19,Matt,70.0,70.0,Wiman,"Tulsa, Oklahoma",Matt Wiman,,Handsome,68.0,3.24,3.51,Orthodox,0.5,0.54,1.8,0.38,2.41,0.63,155.0,155.0
0,6,,15,Bruckmann Martial Arts,1979-05-30,Featherweight,Canada,1979-05-30,Antonio,69.0,68.0,Carvalho,"Toronto, Ontario",Antonio Carvalho,Pato,Pato,68.0,3.62,3.03,Orthodox,0.29,0.64,0.0,0.0,0.0,1.0,145.0,145.0
0,5,,11,Revolution MMA,1980-09-24,Bantamweight,United States,1980-09-24,Sara,66.0,65.0,McMann,"Gaffney, South Carolina",Sara McMann,,,66.0,2.06,2.37,Orthodox,0.44,0.47,0.5,0.64,4.67,0.66,135.0,135.0
1,10,2.0,34,American Top Team,1978-02-02,Welterweight,Cuba,1978-02-02,Hector,69.0,69.0,Lombard,Matanzas,Hector Lombard,,Showeather,71.0,3.35,3.02,Southpaw,0.46,0.53,0.5,0.48,1.69,0.77,185.0,170.0
2,8,,19,Nova Uniao,1981-01-18,Welterweight,Brazil,1981-01-18,Luis,68.0,68.0,Ramos,"Rio de Janeiro, Rio de Janeiro",Luis Ramos,Beicao,Beicao,,5.6,2.4,Orthodox,0.35,0.42,0.0,0.2,1.5,1.0,170.0,170.0
1,11,,14,UTC Birmingham,1982-10-15,Bantamweight,England,1982-10-15,Vaughan,66.0,65.0,Lee,"Birmingham, West Midlands",Vaughan Lee,,,66.0,2.07,3.47,Orthodox,0.47,0.7,1.0,0.33,0.81,0.72,125.0,135.0
0,14,,40,American Top Team,1983-07-10,Lightweight,Brazil,1983-10-07,Gleison,70.0,70.0,Tibau,"Mossoro, Rio Grande do Norte",Gleison Tibau,,,71.0,2.51,1.95,Southpaw,0.31,0.63,0.8,0.53,4.08,0.92,155.0,155.0
0,5,,19,,1984-08-20,Welterweight,United States,1984-08-20,Tommy,70.0,71.0,Speer,"Elgin, Minnesota",Tommy Speer,,The Farm Boy,71.0,5.12,2.56,Orthodox,0.51,0.35,0.0,0.33,2.02,0.33,170.0,170.0
0,2,,6,Young Tigers,1984-01-09,Lightweight,Cuba,1984-01-09,Yoislandy,71.0,70.0,Izquierdo,Havana,Yoislandy Izquierdo,Cuba,Cuba,,1.4,2.93,Southpaw,0.52,0.26,0.0,0.0,0.0,0.5,155.0,154.0
0,13,,28,American Top Team,1983-10-03,Welterweight,Brazil,1983-10-03,Thiago,69.0,70.0,Alves,"Fortaleza, Ceara",Thiago Alves,Pitbull,Pitbull,70.0,3.36,3.71,Orthodox,0.41,0.61,0.3,0.65,0.7,0.62,170.0,170.0
0,1,,16,Fightspirit Team,1991-09-27,Lightweight,Russia,1991-10-27,Islam,70.0,70.0,Makhachev,"Makhachkala, Republic of Dagestan",Islam Makhachev,,,70.0,0.82,2.24,Orthodox,0.6,0.64,1.3,0.86,4.33,1.0,155.0,155.0
0,7,,28,Nova Uniao,1979-10-28,Light Heavyweight,Brazil,1979-10-28,Glover,74.0,74.0,Teixeira,"Sobralia, Minas Gerais",Glover Teixeira,,,76.0,3.65,3.46,Orthodox,0.43,0.55,0.9,0.46,2.21,0.6,205.0,205.0
0,4,,8,Champion Team,1982-09-26,Bantamweight,Brazil,1982-09-26,Hugo,66.0,66.0,Viana,"Salvador, Bahia",Hugo Viana,Wolverine,Wolverine,67.0,3.2,3.05,Orthodox,0.38,0.57,0.0,0.06,0.22,0.5,135.0,135.0
0,9,,24,Strong Style Fight Team,1975-09-22,Middleweight,United States,1975-09-22,Forrest,69.0,69.0,Petz,"Cleveland, Ohio",Forrest Petz,The Meat Cleaver,The Meat Cleaver,71.0,2.2,2.27,Orthodox,0.29,0.57,0.0,1.0,1.3,0.66,170.0,185.0
0,14,,10,,1965-04-26,Heavyweight,United States,,David,72.0,72.0,Abbott,"Huntington Beach, California",David Abbott,Tank,Tank,,3.55,1.35,Switch,0.3,0.38,0.0,0.33,1.07,0.66,265.0,250.0
0,3,,5,Joslin MMA,1975-04-30,Welterweight,Canada,1975-04-30,Jeff,72.0,72.0,Joslin,"Hamilton, Ontario",Jeff Joslin,The Inferno,The Inferno,,1.57,2.17,Orthodox,0.39,0.65,0.5,0.33,0.5,0.64,170.0,170.0
0,3,,12,American Kickboxing Academy,1989-04-25,Lightweight,Brazil,1989-04-25,Leonardo,70.0,70.0,Mafra,"Santo Andre, Sao Paulo",Leonardo Mafra,Macarrao,Macarrao,70.0,4.38,4.55,Orthodox,0.48,0.43,0.4,0.83,2.12,0.69,155.0,155.0
0,2,,8,Team Bison,,Light Heavyweight,United States,,Cory,72.0,72.0,Walmsley,"St. Paul, Minnesota",Cory Walmsley,Hardcore,,,1.18,0.79,Orthodox,1.0,0.5,0.0,0.0,0.0,0.0,205.0,205.0
0,21,1.0,25,,1974-11-12,Light Heavyweight,United States,1974-11-12,Aaron,75.0,75.0,Brink,"San Diego, California",Aaron Brink,,,,5.71,3.49,Orthodox,0.42,0.57,0.0,0.0,0.0,0.0,205.0,203.0
0,1,,5,Lakay MMA,,Bantamweight,Philippines,1978-01-12,Dave,71.0,71.0,Galera,"Baguio, Cordillera Administrative Region",Dave Galera,Scarecrow,Scarecrow,,0.53,1.67,Orthodox,0.69,0.33,2.0,0.0,0.0,0.14,135.0,135.0
0,4,,9,Zen Jiu-Jitsu,1981-07-06,Lightweight,United States,1981-07-06,Mike,70.0,70.0,Rio,"Miami, Florida",Mike Rio,The Wolverine,The Wolverine,71.0,2.99,1.68,Orthodox,0.39,0.53,1.0,0.27,2.58,0.0,155.0,155.0
0,13,1.0,28,American Top Team,1979-02-01,Light Heavyweight,Croatia,1979-01-02,Igor,72.0,72.0,Pokrajac,Zagreb,Igor Pokrajac,The Duke,The Duke,76.0,4.26,2.25,Orthodox,0.45,0.4,0.2,0.29,0.87,0.51,205.0,205.0
0,8,,12,American Top Team,1978-10-03,Heavyweight,United States,1978-10-03,Wilson,73.0,74.0,Gouveia,"Coral Pass, Florida",Wilson Gouveia,,,76.0,4.06,3.02,Orthodox,0.39,0.56,2.2,0.66,0.9,0.57,185.0,219.0
1,7,,13,Korean Top Team,1985-01-16,Welterweight,South Korea,1985-01-16,Hyun,75.0,74.0,Gyu Lim,Seoul,Hyun Gyu Lim,The Ace,The Ace,77.0,5.07,4.45,Orthodox,0.41,0.51,0.2,1.0,0.23,0.73,170.0,170.0
0,4,,14,Nexus,1994-08-19,Lightweight,Australia,1994-08-19,Jake,71.0,69.0,Matthews,"Epping, Victoria",Jake Matthews,The Celtic Kid,The Celtic Kid,73.0,2.16,2.96,Orthodox,0.46,0.58,0.9,0.4,2.26,0.66,170.0,156.0
0,8,,15,Gilbert Grappling,1974-11-26,Lightweight,United States,1974-11-26,John,71.0,71.0,Kolosci,"Portage, Indiana",John Kolosci,,,,0.85,0.21,Orthodox,0.2,0.5,0.0,0.0,0.0,0.0,185.0,155.0
1,6,,17,Planet Eater,1987-01-11,Welterweight,Germany,1987-01-11,Peter,72.0,72.0,Sobotta,Balingen,Peter Sobotta,,,75.0,2.89,2.17,Southpaw,0.39,0.59,0.6,0.35,1.76,0.77,170.0,169.0
0,6,,13,CM System,1977-12-03,Lightweight,Brazil,1977-12-03,Cristiano,69.0,70.0,Marcello,"Curitiba, Parana",Cristiano Marcello,,,72.0,3.61,2.56,Orthodox,0.33,0.58,0.9,0.11,0.44,0.2,155.0,155.0
0,3,,19,Nova Uniao Manaus,1987-09-26,Bantamweight,Brazil,1984-09-26,Dileno,65.0,,Lopes,"Manacapuru, Amazonas",Dileno Lopes,,,65.0,3.33,2.37,,0.36,0.53,1.5,0.31,2.5,1.0,135.0,135.0
0,1,,8,Berserkers Team,1981-01-31,Lightweight,Poland,1981-01-31,Maciej,72.0,72.0,Jewtuszko,Szczecin,Maciej Jewtuszko,Irokez,Irokez,,1.39,2.29,Southpaw,0.45,0.66,0.9,0.0,0.0,0.42,155.0,155.0
0,10,,15,CSW,1980-08-08,Bantamweight,United States,1980-08-08,Shayna,67.0,67.0,Baszler,"Sioux Falls, South Dakota",Shayna Baszler,The Queen of Spades,The Queen of Spades,67.0,6.36,2.49,Orthodox,0.3,0.51,1.3,0.18,0.67,0.44,135.0,135.0
0,5,,11,,1982-01-01,Middleweight,United States,,Joe,72.0,72.0,Vedepo,"Cedar Rapids, Iowa",Joe Vedepo,The Doctor,The Doctor,,5.71,1.43,Orthodox,0.42,0.38,0.0,0.2,1.07,0.0,185.0,185.0
0,19,1.0,31,Sports Lab,1983-07-20,Lightweight,United States,1983-07-20,Pat,72.0,69.0,Healy,"St. Louis, Missouri",Pat Healy,Bam Bam,Bam Bam,74.0,2.57,2.57,Orthodox,0.36,0.5,1.1,0.37,3.08,0.55,155.0,155.0
0,3,,9,Team Irish,1983-08-07,Lightweight,United States,1983-08-07,Henry,67.0,67.0,Martinez,"Albuquerque, New Mexico",Henry Martinez,Sicario,,68.0,4.01,2.79,Southpaw,0.25,0.6,0.0,0.0,0.0,0.8,155.0,155.0
0,4,,10,Zingano Brazilian Jiu-Jitsu,1982-07-01,Bantamweight,United States,1982-07-01,Cat,66.0,66.0,Zingano,"Broomfield, Colorado",Cat Zingano,Alpha,Alpha,68.0,1.63,2.57,Southpaw,0.61,0.47,0.8,0.65,2.77,0.42,145.0,135.0
0,7,,17,PKG,1977-08-29,Lightweight,United States,1977-08-29,Gabe,70.0,70.0,Ruediger,"Rancho Cucamonga, California",Gabe Ruediger,Godzilla,Godzilla,,5.16,1.7,Orthodox,0.31,0.41,0.0,0.11,2.04,0.28,155.0,155.0
0,1,,2,,,Heavyweight,United States,,Sean,75.0,75.0,Gannon,"Boston, Massachusetts",Sean Gannon,The Cannon,The Cannon,,6.38,0.0,Southpaw,0.0,0.28,0.0,0.0,0.0,0.5,265.0,265.0
0,1,,15,Blackzilians,1988-05-11,Welterweight,United States,1987-05-11,Kamaru,72.0,72.0,Usman,"Delray Beach, Florida",Kamaru Usman,The Nigerian Nightmare,Marty / The Nigerian Nightmare,76.0,1.6,4.2,Switch,0.54,0.57,0.2,0.5,3.96,1.0,170.0,170.0
1,5,,11,Gym 23,1975-12-20,Heavyweight,Austria,1975-12-20,Nandor,75.0,75.0,Guelmino,Vienna,Nandor Guelmino,The Hun,The Hun,76.0,3.16,3.62,,0.56,0.33,0.0,0.0,0.0,0.42,230.0,230.0
0,4,,11,Team Curran,1986-08-01,Welterweight,United States,1986-08-01,Mike,70.0,70.0,Stumpf,"Crystal Lake, Illinois",Mike Stumpf,,,71.0,8.85,3.34,,0.43,0.47,0.8,0.25,1.59,0.33,170.0,170.0
0,6,,13,Mohler MMA,1986-05-27,Flyweight,United States,1986-05-27,Will,69.0,69.0,Campuzano,"Mount Pleasant, Texas",Will Campuzano,,,70.0,3.82,2.43,Orthodox,0.31,0.57,0.2,0.45,0.88,0.48,125.0,125.0
0,3,,6,Team Sityodtong,,Lightweight,United States,1979-04-04,Dale,70.0,70.0,Hartt,"Bangor, Maine",Dale Hartt,,,69.0,1.55,1.14,Orthodox,0.35,0.66,2.5,1.0,1.22,0.25,155.0,155.0
1,22,,23,Big Daddy Fight Team,1966-01-17,Heavyweight,Canada,1966-01-17,Gary,75.0,75.0,Goodridge,"Barrie, Ontario",Gary Goodridge,Big Daddy,Big Daddy,,2.14,1.84,Orthodox,0.56,0.48,0.8,1.0,0.4,0.53,249.0,240.0
0,1,,9,Nor-Cal Fighting Alliance,,Welterweight,United States,1980-07-28,Nate,74.0,74.0,Loughran,"Santa Rosa, California",Nate Loughran,,,,4.11,1.81,Orthodox,0.4,0.59,2.1,0.0,0.0,0.0,185.0,170.0
0,4,1.0,21,Academy of Combat Arts,1975-09-08,Heavyweight,United States,1975-09-08,Chris,74.0,74.0,Tuchscherer,"Fargo, North Dakota",Chris Tuchscherer,The Crowbar,The Crowbar,76.0,3.17,1.35,Orthodox,0.31,0.47,0.6,0.18,1.19,0.0,258.0,260.0
1,14,,26,Golden Glory,1973-10-27,Heavyweight,Holland,1973-10-27,Semmy,82.0,83.0,Schilt,"Zuidlaren, Drenthe",Semmy Schilt,Hightower,Hightower,,1.31,1.2,Orthodox,0.5,0.53,1.1,0.0,0.0,0.47,265.0,256.0
0,2,,11,Evolucao Thai,1989-02-05,Lightweight,Brazil,1989-02-05,Joaquim,68.0,68.0,Silva,"Anapolis, Goias",Joaquim Silva,Netto BJJ,Netto BJJ,69.0,4.5,4.04,,0.38,0.57,0.8,0.5,0.26,0.64,155.0,155.0
0,6,,15,Hawaii Elite MMA,1991-07-16,Flyweight,United States,1991-07-16,Louis,69.0,69.0,Smolka,"Waipahu, Hawaii",Louis Smolka,Da Last Samurai,Da Last Samurai,68.0,3.37,3.92,Orthodox,0.45,0.52,2.2,0.34,1.71,0.3,135.0,125.0
0,4,1.0,28,Independent,1981-03-08,Middleweight,Brazil,1981-03-08,Maiquel,71.0,71.0,Falcao,"Pelotas, Rio Grande do Sul",Maiquel Falcao,Big Rig,Big Rig,,0.53,1.67,Orthodox,0.55,0.86,3.0,1.0,1.0,0.71,185.0,185.0
0,5,,14,Allstars Training Center,1982-04-10,Middleweight,Sweden,1982-04-10,Magnus,77.0,75.0,Cedenblad,Stockholm,Magnus Cedenblad,Jycken,Jycken,79.0,3.02,2.38,Orthodox,0.51,0.4,1.0,0.64,2.87,0.66,185.0,185.0
0,6,,13,Rangel Farias Team,1986-01-15,Lightweight,Brazil,1986-01-15,Joao,71.0,71.0,Zeferino,"Florianopolis, Santa Catarina",Joao Zeferino,The Brazilian Samurai,The Brazilian Samurai,73.0,2.6,0.83,Orthodox,0.36,0.48,1.0,0.05,0.5,0.5,170.0,155.0
0,5,,13,Renzo Gracie Jiu-Jitsu,1976-11-29,Welterweight,United States,1976-11-29,Ricardo,72.0,71.0,Almeida,"Bordentown, New Jersey",Ricardo Almeida,Big Dog,Big Dog,74.0,1.2,2.02,Orthodox,0.49,0.61,1.2,0.38,3.74,0.31,170.0,170.0
2,1,1.0,14,Rio Fighters,1986-02-13,Flyweight,Brazil,1986-02-13,Pedro,65.0,65.0,Nobre,"Rio de Janeiro, Rio de Janeiro",Pedro Nobre,The Rock,The Rock,,9.16,1.37,,0.3,0.35,0.0,0.0,0.0,0.0,135.0,125.0
2,8,,23,Alliance-Square,1981-10-30,Featherweight,Japan,1981-10-31,Katsunori,68.0,68.0,Kikuno,Kagoshima,Katsunori Kikuno,,,66.0,2.47,2.64,Orthodox,0.4,0.61,0.8,0.75,1.88,0.76,145.0,145.0
0,7,,12,Pinnacle MMA,1987-01-21,Flyweight,United States,1987-01-21,Willie,68.0,68.0,Gates,"Fontana, California",Willie Gates,Whoop Ass,,70.0,4.28,1.8,Orthodox,0.38,0.38,0.4,0.0,0.0,0.67,125.0,125.0
2,9,,18,Wajyutsu Keisyukai RJW,1976-01-01,Featherweight,Japan,1976-01-01,Eiji,67.0,67.0,Mitsuoka,"Handa, Aichi",Eiji Mitsuoka,,The Heaven-Sent Child of the Cage,,2.26,1.49,Southpaw,0.49,0.45,1.6,0.36,2.3,0.2,145.0,145.0
0,3,1.0,18,Alliance MMA,1983-05-17,Welterweight,United States,1983-06-13,Paul,69.0,69.0,Bradley,"San Diego, California",Paul Bradley,The Gentleman,The Gentleman,,4.13,2.26,Orthodox,0.32,0.56,0.0,0.16,1.12,1.0,170.0,170.0
0,3,,12,Miletich Martial Arts,,Welterweight,,,Ben,68.0,,Earwood,,Ben Earwood,,,,0.2,0.5,Orthodox,0.55,0.33,0.0,1.0,3.0,0.0,170.0,169.0
1,4,,14,Serra-Longo Fight Team,1987-04-30,Lightweight,United States,1987-04-30,Al,69.0,67.0,Iaquinta,"New York City, New York",Al Iaquinta,Raging,,70.0,4.05,4.3,Orthodox,0.41,0.62,0.3,0.22,0.81,0.73,155.0,155.0
