D,L,NC,W,dob,fname,height,lname,name,nick,reach,sapm,slpm,stance,str. acc,str. def,sub. avg,td acc,td avg,td def,weight
1,5,,6,,Dave,74.0,Beneteau,Dave Beneteau,Dangerous,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,250.0
0,3,,15,1984-10-25,Augusto,73.0,Montano,Augusto Montano,Dodger,73.0,2.66,3.46,Orthodox,0.46,0.56,0.0,0.0,0.0,0.66,170.0
0,1,,7,1973-03-15,Scott,70.0,Norton,Scott Norton,Hollywood,,0.34,0.67,Orthodox,0.3,0.6,0.0,0.25,2.52,0.0,170.0
1,8,2.0,13,1972-03-22,Houston,72.0,Alexander,Houston Alexander,The Assassin,72.0,3.2,3.06,Orthodox,0.54,0.52,0.0,0.57,1.19,0.33,205.0
0,3,,0,1973-02-14,Craig,69.0,Oxley,Craig Oxley,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,10,,15,1976-05-05,Alex,75.0,Schoenauer,Alex Schoenauer,,,2.27,1.22,Orthodox,0.4,0.42,4.9,0.0,0.0,0.22,185.0
0,3,,3,1981-07-14,Emily,63.0,Peters Kagan,Emily Peters Kagan,,66.0,5.29,2.6,,0.36,0.38,0.0,0.14,1.86,0.5,115.0
0,2,,7,1989-03-05,Ericka,66.0,Almeida,Ericka Almeida,,68.0,3.33,1.07,,0.39,0.43,0.0,0.33,0.5,0.37,115.0
0,11,,24,1980-02-29,Patrick,71.0,Cote,Patrick Cote,The Predator,71.0,3.21,2.81,Orthodox,0.48,0.48,0.2,0.2,0.68,0.43,170.0
1,15,,35,1977-09-02,Jeff,66.0,Curran,Jeff Curran,Big Frog,69.0,2.48,1.54,Orthodox,0.31,0.6,1.2,0.12,0.35,0.35,135.0
0,0,,9,,Sungbin,,Jo,Sungbin Jo,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,2,1.0,6,1981-01-17,Cole,69.0,Province,Cole Province,,68.0,2.72,1.47,Orthodox,0.44,0.43,1.0,0.5,2.4,0.83,145.0
1,10,,14,1968-08-03,Eric,71.0,Esch,Eric Esch,Butterbean,,1.74,3.07,Orthodox,0.71,0.43,2.0,0.0,0.0,0.0,350.0
4,2,,7,1971-07-22,Joao,66.0,Roque,Joao Roque,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,5,,20,1987-02-09,Gadzhimurad,71.0,Antigulov,Gadzhimurad Antigulov,,70.0,5.45,1.78,Orthodox,0.53,0.21,3.8,0.5,9.51,0.0,205.0
1,14,,29,1980-12-09,Aaron,68.0,Riley,Aaron Riley,,69.0,3.78,3.45,Southpaw,0.34,0.61,0.1,0.34,1.18,0.6,155.0
0,26,,10,1973-09-03,Leo,71.0,Sylvest,Leo Sylvest,Lethal,,6.58,0.0,Orthodox,0.0,0.27,0.0,0.0,0.0,0.0,205.0
0,10,,19,1986-08-19,Brian,66.0,Kelleher,Brian Kelleher,Boom,66.0,5.98,5.01,Switch,0.45,0.54,0.6,0.26,1.25,0.84,135.0
0,1,,0,,Tatsuya,69.0,Iwasaki,Tatsuya Iwasaki,,,8.68,0.79,Orthodox,1.0,0.38,0.0,0.0,0.0,0.0,205.0
0,4,,17,1975-12-04,Julio,72.0,Paulino,Julio Paulino,The Dominican Demon,,1.87,0.97,Orthodox,0.27,0.48,0.5,0.0,0.0,0.37,170.0
0,4,,9,1983-05-25,Ulysses,66.0,Gomez,Ulysses Gomez,Useless,66.0,3.57,2.72,Orthodox,0.25,0.68,0.0,0.0,0.0,0.0,125.0
0,3,,2,,Steve,70.0,Jennum,Steve Jennum,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,215.0
0,7,,12,1984-11-05,Ryan,72.0,Thomas,Ryan Thomas,The Tank Engine,,4.17,2.01,Orthodox,0.36,0.3,2.2,0.33,5.59,0.0,170.0
0,8,,22,1990-03-25,Stevie,70.0,Ray,Stevie Ray,Braveheart,70.0,2.55,3.51,Southpaw,0.45,0.55,0.7,0.55,0.73,0.55,155.0
0,1,,4,1986-11-15,Royston,67.0,Wee,Royston Wee,,67.0,2.45,1.1,Orthodox,0.6,0.49,0.0,0.81,3.38,0.0,135.0
0,0,,4,1994-07-06,Randy,69.0,Costa,Randy Costa,The Zohan,73.0,0.0,0.0,Switch,0.0,0.0,0.0,0.0,0.0,0.0,135.0
0,0,1.0,2,1977-08-04,Dhafir,,Harris,Dhafir Harris,Dada 5000,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,257.0
0,5,,7,1986-10-13,John,68.0,Albert,John Albert,Prince,68.0,2.82,3.05,,0.49,0.35,6.1,0.0,0.0,0.5,135.0
0,8,,19,1983-04-19,Zach,64.0,Makovsky,Zach Makovsky,Fun Size,64.0,2.24,1.94,Southpaw,0.43,0.62,0.3,0.3,3.71,0.56,125.0
1,8,,16,1986-12-24,Tim,67.0,Elliott,Tim Elliott,,66.0,2.3,3.41,Southpaw,0.45,0.62,1.4,0.65,4.26,0.5,135.0
0,1,,3,1993-10-09,Elias,75.0,Urbina,Elias Urbina,,77.0,6.17,3.85,Southpaw,0.37,0.5,0.0,0.0,0.0,0.0,185.0
0,3,,3,,Bobby,,Escalante,Bobby Escalante,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,130.0
1,4,,18,1987-10-12,Omari,72.0,Akhmedov,Omari Akhmedov,Wolverine,73.0,2.89,3.07,Orthodox,0.34,0.57,0.3,0.48,2.51,0.58,185.0
0,8,,15,1981-01-25,Paulo,71.0,Thiago,Paulo Thiago,,73.0,1.99,1.71,Orthodox,0.39,0.63,1.2,0.31,1.42,0.63,170.0
0,3,,4,1988-05-17,Nolan,66.0,Ticman,Nolan Ticman,,69.0,2.53,2.57,Orthodox,0.47,0.67,0.0,0.0,0.0,0.6,125.0
0,3,1.0,7,1989-11-22,Cameron,73.0,Olson,Cameron Olson,Cap'n Crunch,75.0,2.2,3.13,Orthodox,0.47,0.57,1.0,0.42,3.0,1.0,205.0
0,2,,7,,Alexander,,Crispim,Alexander Crispim,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,1,,2,,Todd,67.0,Lally,Todd Lally,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,4,,5,1990-06-14,Amador,,Ramirez,Amador Ramirez,,,2.07,4.93,,0.51,0.69,0.0,0.33,1.0,0.0,135.0
0,5,,9,1978-07-15,Matt,75.0,Mitrione,Matt Mitrione,,79.0,2.79,3.55,Switch,0.5,0.64,0.7,0.0,0.0,0.55,265.0
0,2,,0,,Jim,73.0,Mullen,Jim Mullen,,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,215.0
0,4,,9,1985-09-22,Chuck,74.0,O'Neil,Chuck O'Neil,Cold Steel,,4.4,3.13,,0.37,0.72,0.0,0.0,0.0,0.0,170.0
0,8,1.0,7,,Edson,,Silva,Edson Silva,Paredao,,5.37,2.69,Orthodox,0.14,0.5,0.0,0.0,0.0,0.0,205.0
0,10,,38,,Andre,72.0,Santos,Andre Santos,Chatuba,,4.17,2.77,,0.34,0.41,0.0,0.29,2.5,0.75,170.0
0,3,,8,1979-07-24,Mike,68.0,Lullo,Mike Lullo,,,4.84,2.48,Orthodox,0.36,0.4,0.6,0.11,1.18,0.0,145.0
0,7,,16,1986-09-06,Tarec,70.0,Saffiedine,Tarec Saffiedine,Sponge,70.0,3.06,4.05,Switch,0.47,0.62,0.1,0.36,0.52,0.84,170.0
4,9,,5,1968-02-26,John,71.0,Lober,John Lober,The Machine,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,199.0
0,2,1.0,16,1993-06-21,Tom,67.0,Duquesnoy,Tom Duquesnoy,FireKid,68.0,5.3,3.83,Orthodox,0.45,0.62,0.0,0.25,0.42,0.46,135.0
0,5,,14,1978-07-17,Ricardo,71.0,Arona,Ricardo Arona,The Brazilian Tiger,,1.15,1.66,Orthodox,0.48,0.57,1.2,0.48,2.41,0.58,205.0
0,7,,21,1989-05-18,Frank,70.0,Camacho,Frank Camacho,The Crank,73.0,7.82,6.23,Orthodox,0.45,0.52,0.0,0.45,1.46,0.8,170.0
0,2,,5,1981-10-19,Gilbert,69.0,Smith,Gilbert Smith,,75.0,2.73,1.09,Southpaw,0.41,0.35,1.2,0.6,3.51,0.0,185.0
0,3,,6,1988-04-04,Dustin,76.0,Jacoby,Dustin Jacoby,,78.0,2.65,1.5,Orthodox,0.25,0.61,0.0,0.0,0.0,0.28,185.0
0,6,1.0,14,1986-07-27,Jessica,66.0,Eye,Jessica Eye,Evil,66.0,3.43,3.63,Orthodox,0.36,0.6,0.7,0.5,0.53,0.6,125.0
0,2,,5,,Stevie,70.0,Lynch,Stevie Lynch,,,7.06,2.47,Orthodox,0.25,0.41,0.0,0.0,0.0,0.0,170.0
0,5,1.0,20,1985-05-26,Lyman,72.0,Good,Lyman Good,Cyborg,74.0,4.14,5.18,Orthodox,0.48,0.66,0.0,1.0,0.54,0.72,170.0
2,16,1.0,28,1983-07-10,Chris,69.0,Mickle,Chris Mickle,,,9.7,3.03,Orthodox,0.27,0.48,0.0,0.0,0.0,0.0,145.0
0,1,,3,,Adam,74.0,Meredith,Adam Meredith,,,2.11,2.63,,0.5,0.55,7.9,1.0,7.89,1.0,170.0
3,19,1.0,25,,Rodney,72.0,Faverus,Rodney Faverus,,,1.6,2.3,Southpaw,0.53,0.54,0.0,1.0,4.5,0.25,215.0
0,2,,3,,Derek,72.0,Getzel,Derek Getzel,The Pretzel,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,2,,0,1975-12-04,Sean,72.0,Daugherty,Sean Daugherty,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,175.0
0,3,,3,1980-12-17,Charlie,71.0,Ward,Charlie Ward,Relentless,73.0,7.21,1.64,Orthodox,0.19,0.53,0.0,0.0,0.0,0.0,170.0
0,0,,1,,Spencer,71.0,Hearns,Spencer Hearns,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,3,,8,1990-07-28,Jose,68.0,Quinonez,Jose Quinonez,Teco,69.0,2.49,3.38,,0.46,0.67,0.8,0.46,2.77,0.5,135.0
0,2,,5,1974-04-12,Mikey,66.0,Burnett,Mikey Burnett,The Eastside Assassin,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,1,1.0,10,1989-06-16,Yan,65.0,Xiaonan,Yan Xiaonan,Nine,63.0,4.04,7.04,Orthodox,0.41,0.67,0.0,0.0,0.0,0.66,115.0
0,3,,3,1987-02-07,Wagner,72.0,Silva,Wagner Silva,Wagnao,71.0,2.87,1.69,Orthodox,0.29,0.65,0.0,0.0,0.0,0.58,170.0
0,2,,15,,Andy,69.0,Murad,Andy Murad,The Tooth Fairy,,2.87,2.6,,0.76,0.32,0.0,0.2,1.0,0.42,185.0
2,9,1.0,32,1984-08-13,Nik,68.0,Lentz,Nik Lentz,The Carny,68.0,3.03,3.49,Orthodox,0.5,0.5,1.3,0.34,3.58,0.44,155.0
0,7,,13,1977-03-13,Brad,79.0,Imes,Brad Imes,Hillbilly Heartthrob,,4.24,2.73,Orthodox,0.31,0.49,1.0,0.71,1.72,0.0,265.0
0,8,,15,1991-01-03,Jeremy,72.0,Kimball,Jeremy Kimball,Grizzly,72.0,3.84,2.81,Switch,0.46,0.49,0.0,0.2,1.41,0.5,205.0
1,1,,8,,Ivan,66.0,Lopez,Ivan Lopez,,,2.24,0.9,Southpaw,0.26,0.65,0.0,0.0,0.0,0.3,135.0
0,1,,3,1988-02-29,Dashawn,72.0,Boatwright,Dashawn Boatwright,"Buck, the 400-pound Silverback",,52.5,0.0,Orthodox,0.0,0.12,0.0,0.0,0.0,0.0,205.0
0,1,,2,,Fabian,70.0,Gonzalez,Fabian Gonzalez,,,4.39,3.9,,0.48,0.51,0.0,0.0,0.0,0.66,135.0
0,0,,5,1974-05-08,Jorgen,74.0,Kruth,Jorgen Kruth,The Last Viking,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,1,,2,,Ray,68.0,Routh,Ray Routh,,,3.22,0.54,Orthodox,0.21,0.28,0.0,0.33,2.69,0.0,185.0
2,6,,13,1978-01-15,Alexandre,67.0,Franca Nogueira,Alexandre Franca Nogueira,Pequeno,,4.18,0.6,Orthodox,0.2,0.57,0.0,0.0,0.0,0.0,145.0
0,7,,12,,Kenny,71.0,Giddens,Kenny Giddens,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,6,,13,1982-09-01,Garreth,73.0,McLellan,Garreth McLellan,Soldier Boy,72.0,2.94,3.56,Southpaw,0.54,0.45,0.9,0.22,1.15,0.34,185.0
1,18,,9,1972-08-15,Katsuhisa,72.0,Fujii,Katsuhisa Fujii,Shamoji,,4.43,4.0,Orthodox,0.5,0.64,2.1,0.25,2.14,0.5,205.0
0,3,,1,,Amber,,Tackett,Amber Tackett,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115.0
0,6,,4,,Joe,73.0,Pardo,Joe Pardo,,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,210.0
0,1,1.0,2,1984-12-23,Iony,63.0,Razafiarison,Iony Razafiarison,,,1.4,1.2,,0.42,0.53,0.0,0.5,2.0,0.75,145.0
0,9,,16,1988-04-25,TJ,71.0,Waldburger,TJ Waldburger,The Modern Day Warrior,75.0,2.39,2.02,Orthodox,0.51,0.4,4.8,0.46,3.03,0.4,170.0
0,4,,8,1995-05-18,Jalin,75.0,Turner,Jalin Turner,The Tarantula,77.0,8.72,10.77,Southpaw,0.53,0.43,0.0,1.0,1.54,1.0,155.0
0,3,,13,1993-03-16,Marc,70.0,Diakiese,Marc Diakiese,Bonecrusher,73.0,2.55,2.89,Orthodox,0.37,0.57,0.0,0.36,2.23,0.62,155.0
3,28,1.0,19,,John,72.0,Renken,John Renken,The Saint,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,190.0
1,1,,2,,Rafael,80.0,Carino,Rafael Carino,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,245.0
0,3,,1,,Victor,,Jones,Victor Jones,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,7,1.0,30,1976-03-05,Tim,80.0,Sylvia,Tim Sylvia,The Maine-iac,80.0,2.61,4.23,Orthodox,0.41,0.61,0.1,1.0,0.11,0.75,265.0
0,2,,4,1981-04-26,Brian,74.0,Houston,Brian Houston,B-Hue,78.0,3.67,1.9,Orthodox,0.35,0.53,0.0,1.0,0.95,0.87,185.0
0,1,,0,1963-08-04,Art,73.0,Jimmerson,Art Jimmerson,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,196.0
5,17,,20,1975-08-24,Seichi,71.0,Ikemoto,Seichi Ikemoto,,,3.74,2.59,Orthodox,0.32,0.57,0.0,0.26,1.23,0.6,168.0
0,3,,7,1986-07-07,Jon,73.0,Manley,Jon Manley,,75.0,4.33,1.13,Orthodox,0.2,0.45,0.0,0.07,1.0,0.2,170.0
0,11,,4,,Zane,77.0,Frazier,Zane Frazier,Nasty,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,250.0
0,2,,12,1989-12-12,Alessio,72.0,Di Chirico,Alessio Di Chirico,Manzo,74.0,2.94,3.36,Orthodox,0.41,0.63,0.0,0.56,2.48,0.77,185.0
0,20,1.0,33,1979-08-16,Ron,69.0,Faircloth,Ron Faircloth,,,8.9,0.39,Orthodox,0.4,0.42,0.0,0.0,0.0,0.0,205.0
0,7,,5,1972-08-24,Dong,72.0,Sik Yoon,Dong Sik Yoon,,,2.33,0.99,Orthodox,0.36,0.51,1.3,0.29,1.6,0.33,185.0
0,12,1.0,33,1986-05-06,Sam,74.0,Alvey,Sam Alvey,Smile'N,75.0,3.28,3.17,Southpaw,0.45,0.55,0.1,0.2,0.1,0.84,205.0
0,1,,0,1974-07-16,Andy,66.0,Anderson,Andy Anderson,The Hammer,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,240.0
1,4,,28,1965-02-24,Bas,73.0,Rutten,Bas Rutten,El Guapo,,2.06,5.59,Orthodox,0.61,0.79,0.0,0.0,0.0,0.0,205.0
0,17,1.0,29,1980-04-10,Joshua,70.0,Burkman,Joshua Burkman,The People's Warrior,72.0,3.13,2.69,Orthodox,0.43,0.51,0.3,0.36,2.53,0.72,170.0
0,10,,9,,Robert,69.0,Densley,Robert Densley,The Wrecker,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,6,,12,1978-02-14,Steve,70.0,Vigneault,Steve Vigneault,Lionheart,,5.75,2.19,Orthodox,0.28,0.44,0.0,0.0,0.0,1.0,185.0
0,2,,5,1992-08-21,Leah,67.0,Letson,Leah Letson,Nidas,71.0,3.8,4.87,,0.4,0.63,0.0,0.0,0.0,1.0,145.0
1,5,,10,1985-02-12,Yosdenis,68.0,Cedeno,Yosdenis Cedeno,Pink Panther,69.0,1.6,1.64,Orthodox,0.29,0.67,0.3,0.0,0.0,0.31,155.0
0,3,,7,,Josh,70.0,San Diego,Josh San Diego,JSD,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,135.0
0,1,,0,1969-06-14,Teila,72.0,Tuli,Teila Tuli,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,430.0
0,2,,11,1982-11-23,Vinc,70.0,Pichel,Vinc Pichel,From Hell,72.0,2.67,3.12,Orthodox,0.42,0.54,0.2,0.62,4.25,0.2,155.0
0,4,,17,1988-10-31,Myles,70.0,Jury,Myles Jury,Fury,73.0,2.16,2.94,Orthodox,0.42,0.66,0.3,0.55,2.16,0.5,145.0
0,4,,15,1978-04-22,Eric,71.0,Schambari,Eric Schambari,,,1.07,1.43,Orthodox,0.42,0.54,1.0,0.42,3.0,0.0,185.0
0,5,,18,1987-01-15,Alexander,77.0,Gustafsson,Alexander Gustafsson,The Mauler,79.0,3.51,4.01,Orthodox,0.39,0.51,0.5,0.4,1.63,0.84,205.0
0,5,,5,,Mal,67.0,Foki,Mal Foki,Twin Tiger,,14.29,2.86,Orthodox,0.14,0.54,0.0,0.0,0.0,0.0,220.0
0,3,,3,1982-09-01,Matt,70.0,Arroyo,Matt Arroyo,No Regard,72.0,2.01,1.62,Orthodox,0.47,0.58,5.3,0.36,2.12,1.0,170.0
0,2,,0,,Marko,72.0,Damiani,Marko Damiani,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,6,,9,1959-10-23,Hans,72.0,Nijman,Hans Nijman,,,0.0,0.0,Switch,0.0,0.0,0.0,0.0,0.0,0.0,250.0
0,9,1.0,19,1984-06-21,Erick,72.0,Silva,Erick Silva,The Tiger,74.0,4.18,2.5,Orthodox,0.48,0.49,1.4,0.35,0.85,0.56,170.0
0,2,,4,1990-12-04,Roldan,64.0,Sangcha-an,Roldan Sangcha-an,The Executioner,65.0,2.15,2.71,Orthodox,0.46,0.51,0.0,0.6,1.94,0.68,125.0
0,3,,5,1987-06-02,Eduardo,68.0,Bustillos,Eduardo Bustillos,,,6.22,2.61,,0.59,0.35,0.0,0.0,0.0,1.0,135.0
0,8,,18,1974-07-27,Hitomi,64.0,Akano,Hitomi Akano,Girlfight Monster,,2.58,0.59,Southpaw,0.45,0.55,0.5,0.0,0.0,0.08,135.0
0,5,,20,1979-02-24,Vitor,68.0,Ribeiro,Vitor Ribeiro,Shaolin,,1.95,1.0,Orthodox,0.28,0.48,1.2,0.26,1.58,1.0,154.0
0,9,1.0,20,1988-10-19,Drew,68.0,Dober,Drew Dober,,70.0,4.14,4.33,Southpaw,0.39,0.53,0.1,0.17,0.97,0.6,155.0
0,3,,0,1974-06-03,Stefan,74.0,Leko,Stefan Leko,Blitz,,6.17,2.4,Orthodox,0.43,0.68,0.0,0.0,0.0,0.0,215.0
2,3,,10,1992-03-14,Lando,69.0,Vannata,Lando Vannata,Groovy,71.0,5.19,4.96,Orthodox,0.43,0.54,0.6,0.44,1.62,0.7,155.0
1,1,,12,,Vitor,,Vianna,Vitor Vianna,,,8.28,3.1,Orthodox,0.3,0.52,0.0,0.0,0.0,0.0,205.0
0,1,,2,,Scott,70.0,Morris,Scott Morris,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,210.0
1,4,,17,1984-03-14,Simeon,73.0,Thoresen,Simeon Thoresen,The Grin,79.0,3.85,3.85,Orthodox,0.43,0.64,1.7,0.4,1.12,0.5,170.0
1,10,,20,,Milco,,Voorn,Milco Voorn,,,0.0,0.0,Orthodox,0.0,1.0,0.0,0.0,0.0,0.0,220.0
1,4,1.0,22,1981-11-17,Dong,74.0,Hyun Kim,Dong Hyun Kim,Stun Gun,76.0,1.89,2.12,Southpaw,0.49,0.58,0.6,0.43,2.93,0.71,170.0
0,7,,6,,Matt,72.0,Kovacs,Matt Kovacs,300,,4.87,1.47,Orthodox,0.22,0.44,0.0,0.25,1.0,0.0,244.0
1,2,1.0,16,,Tony,74.0,Bonello,Tony Bonello,The Gun,,12.62,0.62,,0.33,0.1,0.0,0.0,0.0,0.0,185.0
0,1,,6,1991-05-05,Bevon,75.0,Lewis,Bevon Lewis,,79.0,3.31,6.49,Orthodox,0.48,0.57,0.0,0.0,0.0,1.0,185.0
0,2,,4,1977-11-04,Kelly,68.0,Dullanty,Kelly Dullanty,Psycho,,0.67,0.0,Orthodox,0.0,0.75,0.0,0.0,0.0,0.66,155.0
0,4,,15,1987-12-07,Michael,73.0,Chiesa,Michael Chiesa,Maverick,75.0,2.35,2.14,Southpaw,0.38,0.52,1.4,0.43,3.32,0.68,170.0
0,5,,7,1980-08-27,Amir,70.0,Sadollah,Amir Sadollah,,74.0,3.55,4.71,Orthodox,0.46,0.6,0.3,0.27,0.57,0.6,170.0
0,2,,6,1984-06-12,Silvana,63.0,Juarez,Silvana Juarez,La Malvada,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,125.0
0,4,,17,1988-05-30,Amanda,68.0,Nunes,Amanda Nunes,Lioness,69.0,2.88,4.65,Orthodox,0.51,0.57,0.6,0.4,1.8,0.8,145.0
2,3,,9,1989-11-16,Yusuke,67.0,Kasuya,Yusuke Kasuya,,67.0,4.34,2.17,Southpaw,0.44,0.48,0.0,0.33,1.36,0.0,155.0
1,5,,22,1988-04-26,Marlon,66.0,Moraes,Marlon Moraes,Magic,67.0,2.6,3.23,Orthodox,0.34,0.65,0.9,0.25,0.43,0.6,135.0
0,2,,9,1988-02-11,Da,75.0,Un Jung,Da Un Jung,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,4,,6,1987-08-05,Lissette,62.0,Neri,Lissette Neri,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,10,,21,1984-08-04,Bryan,68.0,Caraway,Bryan Caraway,Kid Lightning,68.0,3.61,2.53,Orthodox,0.34,0.54,0.8,0.25,2.57,0.8,135.0
0,4,,13,1983-11-22,Mark,76.0,Godbeer,Mark Godbeer,The Hand Of,77.0,3.3,3.97,Orthodox,0.53,0.54,0.0,0.0,0.0,0.28,240.0
0,11,,29,1983-08-19,Poppies,69.0,Martinez,Poppies Martinez,The Tachi Kid,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
1,4,,11,1981-03-14,Manny,65.0,Tapia,Manny Tapia,The Mangler,67.0,4.74,2.69,Orthodox,0.21,0.58,0.2,0.4,0.49,0.66,135.0
0,1,,9,1979-11-09,Jesse,67.0,Moreng,Jesse Moreng,Arturo,,2.08,1.26,Orthodox,0.4,0.48,0.0,1.0,5.56,1.0,145.0
0,3,,14,1988-09-06,Jared,69.0,Gordon,Jared Gordon,Flash,68.0,4.41,7.48,Orthodox,0.53,0.6,0.0,0.4,3.46,0.75,155.0
0,3,,9,1972-05-25,Cung,69.0,Le,Cung Le,,69.0,2.98,4.36,Southpaw,0.48,0.66,0.3,0.71,1.37,0.88,185.0
1,6,,12,1987-03-04,Kazuki,71.0,Tokudome,Kazuki Tokudome,,73.0,3.63,2.26,Southpaw,0.41,0.53,0.0,0.38,2.0,0.78,155.0
0,1,,17,1988-09-07,Kevin,67.0,Aguilar,Kevin Aguilar,Angel of Death,73.0,4.04,4.31,Orthodox,0.37,0.57,0.0,0.0,0.0,0.89,145.0
0,2,1.0,4,1974-10-10,Brad,71.0,Mitchell,Brad Mitchell,,,4.2,1.15,,0.33,0.52,1.9,0.0,0.0,1.0,145.0
0,3,1.0,8,1985-07-24,Bubba,72.0,Bush,Bubba Bush,The Fightin' Texas Aggie,73.0,7.01,0.63,Orthodox,0.55,0.25,0.0,0.5,2.82,0.6,185.0
0,2,,6,1991-11-27,Daichi,71.0,Abe,Daichi Abe,,71.0,4.49,3.8,Orthodox,0.33,0.56,0.0,0.5,0.33,0.0,170.0
0,3,,3,,Erick,73.0,Wanderlei,Erick Wanderlei,,,2.66,0.63,Orthodox,0.41,0.4,1.9,0.66,3.8,0.0,205.0
0,3,,17,1989-07-31,Aljamain,67.0,Sterling,Aljamain Sterling,Funk Master,71.0,1.45,4.18,Orthodox,0.5,0.69,0.9,0.32,2.1,0.51,135.0
0,6,1.0,18,1986-03-14,Robert,68.0,Peralta,Robert Peralta,Problems,71.0,2.97,3.76,Orthodox,0.44,0.53,0.0,0.66,0.59,0.65,145.0
0,9,,23,1985-01-06,Wilson,64.0,Reis,Wilson Reis,,65.0,2.95,1.86,Southpaw,0.29,0.56,0.6,0.43,5.15,0.47,125.0
0,12,,15,1982-09-17,Scott,65.0,Jorgensen,Scott Jorgensen,Young Guns,66.0,3.41,3.37,Orthodox,0.4,0.65,0.7,0.45,2.61,0.59,135.0
0,3,,9,1990-05-27,Geane,65.0,Herrera,Geane Herrera,The Revolutionary,66.0,5.07,1.51,Orthodox,0.31,0.52,0.6,0.37,0.83,0.38,125.0
0,10,,8,,Jan,68.0,Finney,Jan Finney,Cuddles,,8.75,2.16,Orthodox,0.28,0.42,0.0,0.11,0.77,0.25,135.0
0,11,,21,1984-09-26,John,63.0,Dodson,John Dodson,The Magician,66.0,3.55,3.28,Orthodox,0.4,0.61,0.0,0.28,0.8,0.81,135.0
0,18,,16,,Wayne,73.0,Cole,Wayne Cole,,,8.33,0.57,Orthodox,0.2,0.27,4.3,0.25,4.31,0.0,205.0
0,6,1.0,26,1979-12-07,Jacare,73.0,Souza,Jacare Souza,Jacare,72.0,2.46,2.61,Orthodox,0.46,0.63,1.7,0.41,3.01,0.53,185.0
2,7,,14,1977-09-20,Eric,75.0,Schafer,Eric Schafer,Red,75.0,3.38,1.89,Orthodox,0.34,0.56,1.8,0.36,1.81,0.5,185.0
0,11,,36,1981-10-17,Ben,76.0,Rothwell,Ben Rothwell,,78.0,4.0,3.06,Orthodox,0.42,0.48,0.4,0.36,0.76,0.69,265.0
0,8,,19,1985-12-24,Jesse,70.0,Ronson,Jesse Ronson,The Body Snatcher,72.0,2.73,3.09,Southpaw,0.46,0.59,0.3,0.4,0.67,0.61,155.0
1,2,,9,1984-01-04,Raphael,75.0,Butler,Raphael Butler,The Silencer,,0.94,4.69,,0.45,0.91,14.1,0.0,0.0,1.0,261.0
0,3,,15,1989-10-27,Julio,67.0,Arce,Julio Arce,,70.0,2.45,4.41,Southpaw,0.35,0.67,0.9,0.16,0.3,0.93,145.0
0,12,,24,1979-04-26,Bobby,72.0,Voelker,Bobby Voelker,Vicious,75.0,5.84,4.01,Orthodox,0.35,0.42,0.0,0.5,1.04,0.66,170.0
